age,job,Marital,education,default,housing,loan,contact,Month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
41,blue-collar,Married,basic.4y,unknown,no,no,telephone,May,Monday,334,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
44,blue-collar,Married,high.school,unknown,yes,no,telephone,May,Monday,73,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
41,admin.,single,university.degree,unknown,yes,yes,telephone,May,Monday,186,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
57,services,divorced,high.school,no,no,no,telephone,May,Monday,78,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
44,blue-collar,Married,high.school,no,no,no,telephone,May,Monday,13,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,admin.,single,unknown,no,no,no,telephone,May,Monday,51,9,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
46,admin.,divorced,university.degree,unknown,no,no,telephone,May,Monday,303,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
35,services,Married,high.school,no,no,no,telephone,May,Monday,159,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
54,unknown,Married,unknown,unknown,no,no,telephone,May,Monday,103,8,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
35,admin.,single,basic.4y,unknown,no,no,telephone,May,Monday,95,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,technician,Married,basic.9y,unknown,yes,no,telephone,May,Monday,46,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
52,housemaid,Married,basic.4y,unknown,yes,no,telephone,May,Monday,84,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
41,admin.,Married,basic.9y,unknown,yes,no,telephone,May,Monday,344,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
31,technician,Married,professional.course,no,no,no,telephone,May,Monday,157,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
40,blue-collar,divorced,basic.6y,no,no,no,telephone,May,Monday,162,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
45,entrepreneur,Married,basic.9y,no,no,no,telephone,May,Monday,249,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
47,management,Married,university.degree,no,no,no,telephone,May,Monday,24,12,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39,admin.,Married,high.school,no,unknown,unknown,telephone,May,Monday,185,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
45,admin.,divorced,university.degree,unknown,yes,no,telephone,May,Monday,212,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
26,admin.,single,high.school,no,yes,no,telephone,May,Monday,195,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,blue-collar,single,basic.4y,no,yes,no,telephone,May,Monday,143,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,blue-collar,Married,basic.9y,no,no,no,telephone,May,Monday,68,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38,management,Married,university.degree,no,yes,no,telephone,May,Monday,274,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
50,blue-collar,Married,basic.4y,unknown,yes,no,telephone,May,Monday,152,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,blue-collar,single,high.school,no,no,no,telephone,May,Monday,325,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39,blue-collar,Married,basic.9y,no,no,no,telephone,May,Monday,249,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,admin.,single,high.school,no,yes,yes,telephone,May,Monday,111,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
35,admin.,Married,high.school,no,yes,no,telephone,May,Monday,81,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
31,blue-collar,Married,basic.9y,no,yes,no,telephone,May,Monday,181,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
31,unemployed,single,professional.course,no,no,no,telephone,May,Tuesday,92,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
32,blue-collar,Married,basic.9y,no,no,no,telephone,May,Tuesday,85,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
51,entrepreneur,divorced,unknown,no,yes,no,telephone,May,Tuesday,141,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
39,blue-collar,divorced,basic.9y,no,yes,no,telephone,May,Tuesday,182,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
25,services,Married,high.school,no,yes,no,telephone,May,Tuesday,530,7,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
40,housemaid,single,university.degree,no,no,no,telephone,May,Tuesday,160,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
28,services,Married,high.school,no,yes,no,telephone,May,Tuesday,176,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
29,management,Married,university.degree,no,no,no,telephone,May,Tuesday,134,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
57,blue-collar,Married,professional.course,unknown,unknown,unknown,telephone,May,Tuesday,514,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
53,blue-collar,Married,basic.9y,unknown,no,no,telephone,May,Tuesday,181,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
39,blue-collar,Married,basic.9y,unknown,no,no,telephone,May,Tuesday,504,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
60,technician,divorced,professional.course,unknown,yes,no,telephone,May,Tuesday,160,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
42,blue-collar,Married,basic.4y,unknown,no,no,telephone,May,Tuesday,267,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
30,admin.,Married,university.degree,no,yes,no,telephone,May,Tuesday,907,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
34,technician,Married,university.degree,no,no,no,telephone,May,Tuesday,200,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
43,technician,single,professional.course,no,no,no,telephone,May,Tuesday,139,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
38,blue-collar,Married,basic.6y,no,yes,no,telephone,May,Tuesday,147,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
35,admin.,single,university.degree,no,yes,no,telephone,May,Tuesday,153,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
26,admin.,single,high.school,no,no,no,telephone,May,Tuesday,109,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
31,blue-collar,Married,basic.9y,no,yes,no,telephone,May,Tuesday,97,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
55,unemployed,Married,basic.4y,unknown,yes,no,telephone,May,Tuesday,164,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
59,housemaid,Married,basic.4y,unknown,no,yes,telephone,May,Tuesday,70,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
28,blue-collar,single,basic.9y,no,unknown,unknown,telephone,May,Tuesday,71,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
48,blue-collar,Married,basic.9y,no,yes,no,telephone,May,Tuesday,723,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
37,services,Married,basic.9y,no,yes,no,telephone,May,Tuesday,518,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
35,blue-collar,Married,basic.6y,unknown,no,no,telephone,May,Tuesday,147,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
30,admin.,single,high.school,no,yes,yes,telephone,May,Tuesday,101,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
30,admin.,single,high.school,no,no,no,telephone,May,Tuesday,142,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
32,admin.,single,university.degree,unknown,no,no,telephone,May,Tuesday,1346,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
53,admin.,Married,high.school,no,yes,no,telephone,May,Tuesday,520,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
34,blue-collar,Married,basic.4y,no,no,no,telephone,May,Tuesday,611,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
51,unemployed,Married,basic.9y,unknown,yes,no,telephone,May,Tuesday,66,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
43,admin.,Married,high.school,no,yes,no,telephone,May,Tuesday,135,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
54,retired,divorced,basic.4y,no,yes,no,telephone,May,Tuesday,276,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
45,services,single,professional.course,unknown,no,no,telephone,May,Tuesday,449,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
46,management,single,university.degree,no,no,no,telephone,May,Tuesday,98,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
57,admin.,divorced,university.degree,no,yes,no,telephone,May,Tuesday,105,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
34,admin.,divorced,university.degree,no,no,no,telephone,May,Tuesday,382,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
33,housemaid,Married,basic.4y,no,no,no,telephone,May,Tuesday,213,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
48,admin.,Married,high.school,no,yes,no,telephone,May,Tuesday,116,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
37,unknown,Married,university.degree,no,no,yes,telephone,May,Tuesday,249,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
33,self-employed,Married,university.degree,no,yes,no,telephone,May,Tuesday,50,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
36,admin.,single,university.degree,no,no,yes,telephone,May,Tuesday,138,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
48,unknown,Married,basic.4y,unknown,no,no,telephone,May,Tuesday,375,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
28,blue-collar,single,basic.9y,no,yes,no,telephone,May,Tuesday,49,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
30,admin.,single,university.degree,no,yes,no,telephone,May,Tuesday,178,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
31,management,single,university.degree,no,no,no,telephone,May,Tuesday,169,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
51,unemployed,Married,basic.9y,unknown,no,no,telephone,May,Tuesday,1386,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
26,admin.,Married,high.school,unknown,no,no,telephone,May,Tuesday,155,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
40,blue-collar,Married,basic.6y,unknown,no,no,telephone,May,Tuesday,120,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
40,blue-collar,Married,basic.6y,unknown,yes,no,telephone,May,Tuesday,203,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
51,blue-collar,divorced,basic.4y,no,no,no,telephone,May,Tuesday,244,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
30,blue-collar,single,basic.9y,no,yes,no,telephone,May,Tuesday,428,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
34,entrepreneur,Married,professional.course,no,yes,no,telephone,May,Tuesday,53,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
51,blue-collar,divorced,basic.4y,no,no,no,telephone,May,Tuesday,360,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
39,admin.,single,high.school,unknown,no,no,telephone,May,Tuesday,215,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
57,blue-collar,Married,basic.4y,unknown,no,yes,telephone,May,Tuesday,500,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
33,technician,divorced,high.school,no,no,no,telephone,May,Tuesday,207,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
33,management,Married,basic.4y,no,yes,yes,telephone,May,Tuesday,568,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
22,blue-collar,single,basic.6y,unknown,unknown,unknown,telephone,May,Tuesday,270,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
38,admin.,Married,university.degree,no,unknown,unknown,telephone,May,Tuesday,154,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
56,technician,Married,basic.4y,unknown,unknown,unknown,telephone,May,Tuesday,272,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
45,services,Married,high.school,no,no,no,telephone,May,Tuesday,229,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
50,technician,Married,professional.course,no,no,no,telephone,May,Tuesday,108,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
28,admin.,Married,university.degree,no,yes,no,telephone,May,Tuesday,210,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
53,technician,Married,professional.course,unknown,yes,no,telephone,May,Tuesday,383,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
39,self-employed,Married,basic.4y,unknown,yes,no,telephone,May,Tuesday,3366,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
33,technician,divorced,professional.course,no,no,no,telephone,May,Tuesday,259,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
38,management,Married,basic.9y,no,yes,no,telephone,May,Tuesday,1000,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
35,admin.,single,high.school,no,yes,yes,telephone,May,Tuesday,618,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
28,blue-collar,Married,basic.9y,unknown,no,no,telephone,May,Tuesday,237,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
30,technician,single,university.degree,unknown,no,no,telephone,May,Tuesday,106,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
37,admin.,single,university.degree,no,no,no,telephone,May,Tuesday,351,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
42,housemaid,Married,high.school,unknown,yes,no,telephone,May,Tuesday,218,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
35,services,single,high.school,no,no,yes,telephone,May,Tuesday,198,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
48,admin.,divorced,high.school,no,no,yes,telephone,May,Tuesday,284,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
41,technician,Married,professional.course,unknown,yes,no,telephone,May,Tuesday,190,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
26,blue-collar,Married,basic.9y,no,no,no,telephone,May,Tuesday,295,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
26,blue-collar,single,high.school,unknown,no,no,telephone,May,Tuesday,106,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
47,blue-collar,Married,basic.4y,unknown,no,yes,telephone,May,Tuesday,93,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
58,retired,Married,unknown,no,unknown,unknown,telephone,May,Tuesday,174,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
58,retired,Married,unknown,no,unknown,unknown,telephone,May,Tuesday,124,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
54,management,divorced,university.degree,no,yes,no,telephone,May,Tuesday,62,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
38,blue-collar,single,basic.9y,no,yes,no,telephone,May,Tuesday,2231,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
40,technician,divorced,university.degree,no,yes,no,telephone,May,Tuesday,217,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
35,admin.,Married,university.degree,no,yes,no,telephone,May,Tuesday,343,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
35,blue-collar,Married,basic.9y,no,no,no,telephone,May,Tuesday,227,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
34,admin.,Married,professional.course,no,yes,no,telephone,May,Tuesday,248,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
28,technician,Married,high.school,no,no,no,telephone,May,Tuesday,180,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
36,services,single,basic.9y,no,yes,yes,telephone,May,Tuesday,117,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
42,admin.,single,high.school,no,no,no,telephone,May,Tuesday,205,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
37,technician,single,university.degree,no,yes,no,telephone,May,Tuesday,370,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
45,services,Married,basic.9y,no,no,no,telephone,May,Tuesday,427,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
48,self-employed,Married,basic.9y,unknown,yes,no,telephone,May,Tuesday,289,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
53,technician,Married,professional.course,unknown,yes,no,telephone,May,Tuesday,170,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
42,technician,Married,basic.6y,no,yes,no,telephone,May,Tuesday,705,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
53,technician,Married,professional.course,unknown,yes,no,telephone,May,Tuesday,198,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
53,technician,Married,professional.course,unknown,yes,yes,telephone,May,Tuesday,247,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
33,blue-collar,divorced,basic.6y,unknown,yes,no,telephone,May,Tuesday,226,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
30,unknown,single,university.degree,no,no,no,telephone,May,Tuesday,213,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
34,admin.,Married,university.degree,no,no,no,telephone,May,Tuesday,174,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
48,technician,Married,high.school,no,no,no,telephone,May,Tuesday,166,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
34,admin.,Married,university.degree,no,no,no,telephone,May,Tuesday,373,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
49,services,divorced,basic.9y,no,yes,no,telephone,May,Tuesday,259,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
48,technician,Married,high.school,no,no,yes,telephone,May,Tuesday,340,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
38,blue-collar,single,university.degree,unknown,no,no,telephone,May,Tuesday,392,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
44,technician,Married,professional.course,unknown,yes,no,telephone,May,Tuesday,245,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
36,blue-collar,Married,basic.9y,unknown,no,yes,telephone,May,Tuesday,136,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
44,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,May,Tuesday,148,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
50,self-employed,Married,university.degree,no,yes,yes,telephone,May,Tuesday,137,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
38,blue-collar,single,university.degree,unknown,no,no,telephone,May,Tuesday,456,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
41,technician,Married,professional.course,no,yes,no,telephone,May,Tuesday,107,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
45,blue-collar,Married,basic.4y,no,no,no,telephone,May,Tuesday,44,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
53,admin.,Married,university.degree,no,yes,no,telephone,May,Tuesday,118,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
36,entrepreneur,Married,university.degree,no,yes,no,telephone,May,Tuesday,135,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
45,services,Married,high.school,no,yes,no,telephone,May,Tuesday,276,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
34,services,Married,basic.9y,unknown,yes,no,telephone,May,Tuesday,150,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
37,blue-collar,Married,professional.course,no,no,yes,telephone,May,Tuesday,118,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
25,technician,single,university.degree,no,yes,no,telephone,May,Tuesday,38,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
35,admin.,divorced,university.degree,no,no,yes,telephone,May,Tuesday,232,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
34,admin.,Married,university.degree,no,no,no,telephone,May,Tuesday,1167,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
32,unknown,Married,basic.6y,unknown,no,no,telephone,May,Tuesday,39,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
32,admin.,divorced,high.school,no,no,no,telephone,May,Tuesday,325,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
39,self-employed,single,university.degree,no,no,no,telephone,May,Tuesday,311,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
36,admin.,Married,high.school,no,no,yes,telephone,May,Tuesday,147,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
46,entrepreneur,Married,university.degree,no,yes,no,telephone,May,Tuesday,125,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
56,entrepreneur,Married,university.degree,no,no,no,telephone,May,Tuesday,98,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
37,technician,single,basic.9y,unknown,no,yes,telephone,May,Tuesday,93,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
37,technician,single,basic.9y,unknown,no,no,telephone,May,Tuesday,83,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
39,blue-collar,Married,high.school,no,yes,no,telephone,May,Tuesday,67,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
52,services,Married,unknown,unknown,no,no,telephone,May,Tuesday,77,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
39,services,Married,unknown,unknown,no,no,telephone,May,Tuesday,191,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
52,services,Married,unknown,unknown,no,no,telephone,May,Tuesday,144,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
51,technician,Married,professional.course,unknown,no,no,telephone,May,Tuesday,20,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
42,technician,single,unknown,no,no,no,telephone,May,Tuesday,27,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
34,technician,Married,high.school,no,no,yes,telephone,May,Tuesday,174,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
28,blue-collar,Married,basic.9y,no,yes,no,telephone,May,Tuesday,260,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
43,self-employed,single,professional.course,unknown,yes,yes,telephone,May,Tuesday,94,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
41,technician,single,professional.course,no,yes,no,telephone,May,Tuesday,122,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
54,technician,Married,professional.course,no,no,yes,telephone,May,Tuesday,334,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
53,blue-collar,Married,basic.9y,no,yes,no,telephone,May,Tuesday,609,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
47,admin.,Married,university.degree,unknown,no,no,telephone,May,Tuesday,202,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
47,admin.,Married,university.degree,unknown,no,no,telephone,May,Tuesday,262,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
39,blue-collar,Married,basic.9y,no,no,no,telephone,May,Tuesday,302,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
37,services,Married,high.school,no,no,no,telephone,May,Tuesday,121,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
40,technician,Married,professional.course,unknown,no,no,telephone,May,Tuesday,202,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
35,services,divorced,professional.course,unknown,no,no,telephone,May,Tuesday,806,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
56,admin.,divorced,unknown,unknown,yes,yes,telephone,May,Tuesday,31,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
36,admin.,Married,high.school,unknown,no,no,telephone,May,Tuesday,21,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
45,blue-collar,Married,basic.4y,unknown,yes,no,telephone,May,Tuesday,334,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
38,technician,single,university.degree,no,yes,yes,telephone,May,Tuesday,156,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
41,technician,Married,professional.course,no,no,no,telephone,May,Tuesday,92,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
37,blue-collar,Married,professional.course,unknown,no,no,telephone,May,Tuesday,128,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
45,admin.,single,university.degree,no,no,yes,telephone,May,Tuesday,766,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
48,services,Married,high.school,unknown,no,no,telephone,May,Tuesday,162,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
29,admin.,single,basic.9y,unknown,no,no,telephone,May,Tuesday,255,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
38,technician,single,university.degree,no,no,no,telephone,May,Tuesday,137,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
48,services,Married,high.school,unknown,yes,no,telephone,May,Tuesday,189,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
40,blue-collar,Married,high.school,no,no,no,telephone,May,Tuesday,110,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
38,blue-collar,single,university.degree,unknown,yes,no,telephone,May,Tuesday,395,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
42,blue-collar,Married,basic.4y,no,no,no,telephone,May,Tuesday,135,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
32,blue-collar,Married,basic.9y,no,no,no,telephone,May,Tuesday,102,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
56,admin.,Married,unknown,unknown,yes,no,telephone,May,Tuesday,705,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
54,services,Married,unknown,no,no,no,telephone,May,Tuesday,192,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
60,retired,Married,basic.4y,unknown,no,no,telephone,May,Tuesday,188,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
47,admin.,Married,high.school,unknown,yes,no,telephone,May,Tuesday,139,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
46,blue-collar,Married,unknown,unknown,no,no,telephone,May,Tuesday,131,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
42,admin.,single,high.school,no,no,no,telephone,May,Tuesday,65,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
55,blue-collar,Married,basic.4y,unknown,yes,yes,telephone,May,Tuesday,266,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
37,services,Married,high.school,no,yes,no,telephone,May,Tuesday,76,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
38,technician,single,university.degree,no,no,no,telephone,May,Tuesday,1015,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
